NOMBRE	EXPEDIENTE
CAPMATION ECUADOR S.A.	726383
ENERGY FREIGHT ECUADOR S.A. E.F.S.EC	132988
TOURWHITE S.A.	130477
JENDISI S.A.	130807
INMOBILIARIA SAMIRA S.A. INMOSAMI	130637
INMOLARITZA CONSTRUCTORA INMOBILIARIA CIA. LTDA.	130486
MULTIEMPRESAS INVIASOL S.A.	130938
DANUCI S.A.	130393
EMBOFABRIC S.A.	130519
ZEOLEXPORT S.A.	131544
REPSUR S.A.	130406
STONMERCORP C.A.	131396
PENCOMPANY S.A.	131400
PYMAG S.A.	132918
PRONATCORP S.A.	130731
RUBETINO S.A.	130749
REYNERY S.A.	130761
CICERONE S.A.	130786
ZAHWA S. A.	130648
ESTUDIOS Y CONSULTORIA TANDAZO & ASOCIADOS ECONTYA CIA. LTDA.	130769
PALACECORP S.A.	130396
ARESCORP S.A.	131788
BLOKEL S.A.	131796
COMPAREPSA, COMPAÑIA DE ADMINISTRACION Y REPRESENTACION S.A.	130606
YARUYELI S.A.	132890
LOTANI S.A.	132899
BIOANDINA S.A.	130718
WILTTEX S.A.	132914
RESIMBAN S.A. (RECICLAJES DE SUMINISTROS BANANEROS)	132930
ESTRUCPLAN S.A.	131412
CEVARSA, COMPAÑIA ECUATORIANA DE SERVICIOS VARIADOS S.A.	132955
SAFAKI S.A.	132962
BALDAZANI S.A.	132963
PUNTIPLAZA S.A.	130780
VONGREEN CIA. LTDA.	132044
INEMCIV S. A. (INGENIERÍA ELÉCTRICA MECÁNICA CIVIL)	131489
GUTLOP S.A.	132072
INNOVANEG S.A.	131506
ABELIR S.A.	132098
PROVOSTCORP S.A.	131522
ORKAY S.A.	130527
PRENTISA S.A.	131527
LUBNE S. A.	130716
ALTIVALOR S.A.	130714
YCSACONT S.A.	131418
SEII TAISHOGUN S.A.	131436
REPRESENTACIONES ADHESIVOS & FILM S.A. REPFILSA	131438
MANOS UTILES MANUTI S.A.	130469
MOREIRA ARQUITECTOS S.A.MORARQUISA	131439
KHAYRI S. A.	130645
HIPERGOLD S.A.	131471
COMPRIMAXI S.A.	130391
AGREGADOS HUANCAVILCA S.A. AGREHUANTA	131497
YOSHICORP S.A.	130397
BACULIMA URGILES ORGANIC CIA. LTDA.	131513
EXPORTADORA DE PRODUCTOS AGRICOLAS EXPOGRAL S.A.	130730
COMPAÑIA CURIQUINGUE S.A. CURGUE	131525
WANZIG S. A.	131533
PROCAPITAL HOLDING S.A. (PROHOLDING)	131535
IMPORT EXPORT ECUANITECH S.A.	131542
FLECKYU S.A.	130973
VISTEVISTE PRODUCCIONES S.A.	130949
SUNCORPORATION S.A.	130947
GUER&MEN S.A.	131452
IMPORTADORA HCRB, S.A.	130375
FUTUREDES S.A.	130234
MOLTOBIENES S.A.	130387
CLICSOLUTIONS S.A.	131386
NAUTILUS S.A. SERVICIOS TURISTICOS ECOLOGICOS, NAUTISERV	132672
CAPITALTIME S.A. (CAPITAL & TIME)	133375
NUTRI HOME S.A. NUTRIHOMESA	133377
NOVALUMI S.A.	133198
EPALBO S.A.	133379
TURISMO DE TRANSFER TUTRA S.A.	133394
GLOBAL SOLUTION ECUADOR GLOSOLEC S.A.	133188
F.D.I. FUTURE DESIGN INTEGRATION S.A.	133174
LORIMAT S.A.	133066
DELIPAO S.A.	133172
A. VARGAS Z. & ASSOCIATES - VARZUN S.A.	133076
QUALITY PLUS S.A. QUALITAS	133077
PROCASH S.A.	133091
CINEMA GLOBAL S.A. CINEGLOB	133212
CASTELAGO S.A.	133228
PRUGNAR S. A.	131968
DUSASERVICE S.A.	130541
PACIFIC SHORE PROPERTIES PASPRO CIA. LTDA.	133126
SENTILUX S.A.	133135
RINELU S.A.	133389
TECNOINVERSIONES S.A.	133136
VISTABELA S.A.	133191
GONDOLAS Y RACK GONDOLRACK S.A.	132681
ELECTROHOME S.A.	133016
PROMISELAND S.A.	133025
P&O CONSTRUCTORA S.A.	133026
DIPROMAREY S.A.	133027
MOBILATTO S.A.	133030
VISIONSUPER S.A.	132885
SNOLIL S. A.	133244
NARACORP S.A.	133103
ASEGURARTE CIA.LTDA.	714813
GLADSU S.A.	133245
LEDACORP S.A.	130290
CIBELESA S.A.	131693
COMPAÑIA DE TAXIS TRANS TREBOLES DEL SUR TREBOLTAX S.A.	724282
TRANSPORTE DE CARGA PESADA DIVINONIÑO S.A.	714799
COMERCIALIZADORA DE FRUTAS DEL PACÍFICO COMFRUPAC S.A.	736223
IMPORTADORA DISERIN S.A.S.	736222
INMOBILIARIA SIALGI S.A.	714812
GRUPO DILETTO CIA.LTDA.	714810
CONSTRUCTORA CIVIL Y ELECTRICA DEL ECUADOR CONSCIELECT S.A.	726282
DON MEDARDO Y SUS PLAYERS DMYSP COMPAÑIA DE RESPONSABILIDAD LIMITADA	714808
PROYECTOS DEL SUR PROYECSUR CIA.LTDA.	726274
YUSOL S.A.S.	736229
MARCHENECU S.A.	726275
YUSOLA S.A.S.	736227
ESCUELA DE FORMACIÓN INTEGRAL GLOBAL TRAINING CENTER GLOBCENTER CIA.LTDA.	714795
TIERRA MADRE EXPORT EXPORTIERRA S.A.	726277
COMPAÑIA DE SERVICIOS EMPRESARIALES LECOMPRE S.A.	714801
TORREMOLINA S.A.	132867
BARILAR S.A.	133320
IRISKEL S.A.	133254
RESBIEN CIA. LTDA.	133057
IMPORTADORA & EXPORTADORA NUEVA ERA COMERCIAL ''ERANUEVA'' S.A.	133270
CONTAUDISERVIC SERVICIOS DE CONTABILIDAD, AUDITORIAS, TRIBUTARIOS Y LEGAL CIA.LTDA.	714804
DOUGH S.A.S.	736218
FRONTLINE-SERVICES S.A.S.	736224
COMPAÑIA DE COMPRA Y VENTA DE BIENES Y RAICES MORA-SALAMEA CIA.LTDA.	714864
NOMACER S.A.	131699
JUNKYADRD S.A.	131720
DVRAM FASHION S.A.	133204
TERRAMAN TIERRAMANABITA S.A.	133207
ANASTASE S.A.	133096
BIGYENSA S.A.	133325
INDUEXCEL S.A.	133108
FROGPAD S.A.	133104
DISTRISERVI S.A.	133144
AGRICOLA COMERCIAL EL VALLE AGRICELV S.A.	131922
CARGRAF S.A.	133151
ECUAMENTIS S.A.	132154
CUBICACORP S.A.	133163
CENTRO CULTURAL ANA MARIA VARGAS, CC.AMV C. LTDA.	132658
IMPORTADORA JIN PENG S.A.	131903
PARIMEX S.A.	132492
DORIS INTERNACIONAL S.A. DORINTER	132709
LABORATORIOS LABIOLAQUA ECUADOR S.A.	132538
DESARROLLOS Y PROYECTOS INTEGRALES S.A. DEPROINSA	131909
USIBCORP S.A.	131912
DUROY S. A.	131916
OFICCE & HOME OFIHOSE S.A.	131814
HADECER S.A.	131918
HOLDING ACCIONES DEL PACIFICO ACCPACIFIC S.A.	131956
STRATEGIC PLANNERS S.A. STRATEGICPLAN	133146
MAXTIMSA S.A.	132482
LOTEC S.A.	133156
GILI S.A.	132526
CONSTRUTERRA S.A.	133165
INMOBILIARIA LEJOMAP S. A.	132682
WILVICA S.A.	132534
COMPAÑIA DE TRANSPORTE DE CARGA LIVIANA 2 DE AGOSTO S.A.	131902
RIVIERACORP C.A.	132539
DIVERTON S.A.	132718
CONSUMARKET S.A.	132551
MACILIUS S.A.	132556
AGROCOL S.A.	132557
TODOSO S.A.	131919
CLEARANCE S.A.	133142
NEOBOX S.A.	131924
NATURAL FRESH GLOBAL NAFRESGLO S.A.	133350
PORTOTRINIDAD S.A.	131930
STUDIOJAZZ S. A.	132188
WORKCOOL S.A.	130676
ALIMENTOS VERDES S.A. ALIMENVER	130695
JAPAR S.A.	130707
PHARMACAPS DEL ECUADOR PHARMACAPS S.A.	131811
COCOACONSULTING S.A.	131896
SANSDUTE S.A.	132722
LACOS S.A.	132731
SEVICOL S.A.	133178
CORETRUST CONSULTING CIA. LTDA.	132738
GROUPENDI S.A.	132752
MIYARI S.A.	132759
CORVISUD S.A. LEGAL & ACCOUNT ADVISORS	132768
TENECSACORP S.A.	132779
ENERGIA TOTAL S.A. ENERTOTAL	133258
FORLIN S.A.	132786
CORPORACION KENTURION S.A.	132787
SALCEDO FAYTONG CONSTRUCTORES S.A. SALFACONS	132809
COFUAZARSA (COMPAÑIA DE FUEGOS ARTIFICIALES AZAR S.A.)	132825
SERLEMAX S.A.	132840
PRIMECOMSA S.A.	132855
GISTCORP S.A.	132856
FRUXCORP S.A.	133043
SOLALMEX S.A.	133064
NEGOCIOS EDITORIALES C. LTDA. NEGED	132745
TAURO LOGISTIC S.A. TAULOC	133008
TECNIMARKET S.A.	133138
NUSYEN S.A.	133143
DEWEYCORP S.A.	131821
SODERI S.A.	131826
OPORTUNICORP S.A.	132863
DOGASI S.A.	134618
FACTORIA NAVAL MORLA S.A. FAMORSA	132688
PLASTINEG S.A.	131906
ARCANGSECURITY CIA.LTDA.	735820
INMOBILIARIA PONTEVEDRA C. LTDA.	127246
CAPSULECORP S.A.	127223
INCOARR C.A.	127222
CORPHIDRO S.A.	128192
NOMADACORP S.A.	128194
LANCASCORP S.A.	128197
SUPERMERCADOS DE CARNES ORELLANA SUMERCO S.A.	128233
ROULA S.A.	128265
TUBERIAS CONEXIONES & VALVULAS TUCOVA S.A.	128280
GARPONBEL S.A.	128294
BERLEC S.A.	128295
LAPNAFAR S.A.	128299
POTENCIALCORP S.A.	129784
COMERLINE S.A.	129786
INMOBILIARIA POLISAN S.A.	131892
FATADY S.A.	132828
CUPROSEG CIA. LTDA.	128367
CONSTRUCTORA, MATERIALES Y SISTEMAS S.A. CONMATISIS	128316
KLEPASA S.A.	128379
GREENCOFFE S.A.	128385
DOLCETEAM S.A.	128387
GREATCONSTRU S.A.	128389
SERVICIOS DE PROTECCION Y CUSTODIA SEPROCUSTODIA CIA. LTDA.	128392
INTERLEGAL S.A.	128191
MERCAVILSA, MERCANTIL AVILES S.A.	128189
FUQUA S.A.	128186
OCEAN TRAVEL S.A. OCETRAV	128183
INMOBILIARIA FIORELLA CAMILA S.A.	127914
DISPENFARMA S.A.	129802
SORRENTO HOLDING CORP	130190
FARCTUS S.A.	121101
APIRA S.A.	129803
CORPWORK S.A.	128341
CRISTELCAR S.A.	127640
ULTRACOUNTRY S.A.	127649
EJEMXIG S.A.	127656
ECUAFORUM S.A.	128767
KORIWORK S.A.	128774
MASTERPOWER S.A.	127460
BIKENDI S.A.	129845
COLTELLERIE S.A.	129835
CARCOM S.A.	127520
WOODSTONE S.A.	127539
MULTISERVICIOS AUTOMOTRICES LOREIB S.A.	127551
OXASE S.A.	127593
BRIDAZZA S.A.	127598
BEERSEBA S.A.	127620
TRANSPORTES TRINIDAD TRANSTRINI S. A.	127622
GRUCAMSA S.A.	128786
PRODUCARNES S.A.	127915
SIFRAMULTI S. A.	129823
EPANEA S.A.	129804
PREGOCENTER S.A.	127925
MANASESCORP S. A.	129818
ALNOBEL S.A.	129735
BERVATOV S.A.	129837
CONSATUN CONSERVAS DE SARDINAS Y ATUN S.A.	129737
BAKLAVA S.A.	129776
CONSORCIO ALCOLISTI S.A. Y ASOCIADOS	129780
QUILYASAR S.A.	129781
CONSTRUSELLER S.A.	129782
FUSION COMPANY S.A. FUSICOMSA	129783
AEROTUR S.A.	128318
HEZRONING S. A.	129824
PLARECOM S.A.	128356
BESTMINA S.A.	127848
AGROTORGAL CIA. LTDA.	137130
MACARRON´S SCUBA DIVER AGENCY S.A.	128496
SAONARA S.A.	128509
PLASTIRIOS S.A.	128515
MAKEAWISH S.A.	128528
GLOBAL ATLASPORT CIA. LTDA.	128544
MUNDIWO S.A.	128028
BOGARCIA S.A.	128043
ENGLANDCORP S.A.	128044
BELANOVA S.A.	128627
STENCILCORP S.A.	128452
MARCEMOTO S.A.	128458
SIROLSA S.A.	128467
TORJET S.A.	128474
DISKOLAS S.A.	128524
DATISUR S.A.	128485
CREANEW S.A.	128569
CLIMATROL S.A.	127138
COSAFEN S.A.	127155
SEAHORSE S.A.	132391
NEWEXPERT S.A.	127982
IMARSA S. A.	132414
A.C.T. TRADING S.A.	128572
MUNDO LIQUORS S.A. MULIQSA	128450
EPIAROT S.A.	128578
PUNTO TECNOLOGICO TECNOPON S.A.	128597
MARQUEZ FLORES C.A. MARQFLO	128599
PARTCENTER S.A.	128601
ERNELAU S.A.	128613
INMOBILIARIA BIANCA ROMINA S.A.	127913
REIVAX S.A.	127176
MORAZA S.A.	127024
MEGATEX S. A.	137323
RUGERCORP S.A.	127873
AGRICOLA PREDIAL WORLDCOFEE S.A.	128383
DCL S.A. SERVICIOS ADMINISTRATIVOS	132653
JEFONE S.A.	132488
PACIFICSTORE S.A.	132430
LINEAS AEREAS EJECUTIVAS S.A. LAENSA	132422
VIXTICORP S.A.	132206
MESADER S.A.	127987
INTERGRAF S.A.	133406
VOIRE S. A.	130204
PROVEEDORES DE MATERIAL INDUSTRIAL S.A. PROMAINSA	132600
PRODUCTORA MAR VIVO S.A. PROMARVI	132603
FUSIONCOMPANY S.A.	132606
TERRAZACORP S.A.	132611
ALQUIZACORP S.A.	132624
TAXI EJECUTIVO JETEXPRESS S.A.	137328
FRUTA NOVA S.A. LAFRUTANOSA	132635
STORSTAR S.A.	132235
AIQIU S.A.	127035
SUPERIMPORT S.A.	127044
ALFADISTRI S.A.	127064
ASESORES MIGRANTES ECUADOR ASERMIG S.A.	127178
DILMUN S.A.	132367
CORPORACION FORTION S.A.	132238
SOLUCIONES ESPECIALIZADAS DE INGENIERIA EN TELEMÁTICA S.A. SESTEL	130195
INMOSUN S.A.	132251
BANATRANS S.A.	132261
TEOLIS S.A.	132271
LEGREIN S.A.	132272
DALTOBE S.A.	132273
PROYECTOS DE CONSTRUCCIONES CIVIL E INDUSTRIAL S.A. PROCOCINSA	132292
EJENODAL S.A.	137096
LABORATORIOS ABRAHAM S.A. ABRAMLAB	134004
FUTUCONTRAC S.A.	129745
ISLA BELLA TOURS S.A. ISBELLATOURS	132295
ALMACENES CARREÑO E HIJOS, DECORACIONES EN GENERAL CIA. LTDA.	132258
OKLIN S.A.	127718
ULTRATOWN S.A.	127719
MONTEVERDE NG POWER S.A.	127725
DORGETI S.A.	127757
YERDULT S.A.	127759
CONSTRULOOR S.A.	136887
INMORIDOVAL S.A.	136877
SANISERVICE S.A.	127839
FENITSA S.A.	127666
LEYCAP S.A.	127677
AGUSTO CONSTRUCCIONES S.A.	127704
MIAMI CONECCTION S.A. MIACONEC	127708
JUMBLESA S.A.	127712
PANAPA S.A.	133957
CONTROLEARNING S.A.	127717
ALCIDES GOMEZ & ASOCIADOS S.A. ALGOSACORP	127761
MANPO S.A.	132296
AKAPEVE S.A.	132314
EDEMAR S.A.	132331
EXPOMARIFRES S.A.	130087
IMPORT & EXPORT YONG SHENG S.A.	133931
ECUADORSERSA S.A.	127366
NAVANDU S.A.	127795
DEOGROUP S.A.	127798
MUNDO DE LA CONSTRUCCION S.A. MUNCONSA	127801
ELAMOR S.A.	127803
SEIMCONZA S.A.	127814
MOTORES Y REPUESTOS, MOTROS S.A.	127828
EXPORSPECIAL S.A.	127669
HEFLIN S.A.	133939
REBJORN S.A.	133950
SINMEDIC S.A.	132191
ROFER S.A.	127663
RENTINO S.A.	127023
IMPORTADORA VETMARK S.A.	133458
PRIMESHOP S.A.	127030
UNICOLOR S.A.	133475
LIDUSCORP S.A.	127041
PUBLICREATIVA S.A.	133487
MIKROCED S.A.	127049
FUNCION MUJER S.A. FMUJER	133489
ASBANA S.A.	130074
OSMOGAMA S.A.	133502
HISTOTECNOLOGIA S.A.	133995
MDCONSTRUC C. LTDA.	133431
RICA SOPA S.A. RISOSA	133438
CARBANANALIT S.A.	133451
TECNOEXITO S.A.	133454
FARMACON S.A. FARMACEUTICOS Y CONSUMO	133456
CRUCEFIT S.A.	133474
DINAMIASESORES S.A.	134721
ANEXOCONSTRU S.A.	133481
CONSULEDU CIA. LTDA.	133929
DOVIGUIM S.A.	133488
ZOECOMPANY S.A.	127756
COMPAÑIA FRUTESCA S.A.	133495
INMOELOISA S.A.	127384
RIOJOS S.A.	133504
BALANSUR S.A.	133706
SHARKSKYS ECOADVENTURES GALAPAGOS S.A.	133511
FERRICOLOR & CONSTRUCCIONES S.A.	133536
UNIVERSAL ANDINA S.A. UNIDINA	133970
COMPAÑIA DE TRANSPORTE PESADO JESMAR C.A.	133961
GELUK S.A.	132347
CORPOSENEX S.A.	133937
GRUAS & CANASTAS S.A. GRUCSA	132352
GALAPAGOS BOUTIQUE HOTELS S.A. GBH	133934
ELANHOLD S. A.	136896
FZV AUDITORES CONTABLES Y TRIBUTARIOS S.A.	127444
COMDECOMSA S.A.	133916
TRANSMARES S.A.	134066
BAKAGLINI S.A.	129855
CORPLAW CASA DE VALORES S.A.	127410
MORAKLA S.A.	127426
VELIENTI S.A.	129535
INCACORPCINCO S.A.	133730
GLOBAL MANAGEMENT CONSULTING C.LTDA.GLOMACO	126997
KOZMA S.A.	129548
CLINICA ODONTOLOGICA A&P S. A.	127430
TROPICPLAST S.A.	127797
CORPOPLANING S.A.	129611
GRUMARI INMOBILIARIA S.A.	127247
TICKETSHOW S.A.	129641
INMOBILIARIA SANTISABELA S.A.	129723
ECUASEAP S.A.	129670
CORPORACION WAN S.A. CORWAN	129675
BUSCAMOBILE ANDINA S.A.	129529
MARDINEW S.A.	129689
FACTORLIDER S.A.	129698
LYKAIOS S.A.	129547
CM-IMPORACCELL S.A.	129858
GRAINCORP S.A.	129523
SYSTEMDIGITAL S.A.	129571
INMOPRO S.A.	127102
HARAS BUNGA CIA. LTDA.	129586
VORET S.A.	129624
AMERICAN COMERCIO Y SERVICIOS S.A. AMERCOSERVISA	127434
ENERGYVISION S.A.	129631
SOUTHLIER S.A.	127470
ALIANZAGLOBAL S.A.	130084
INMOBILIARIA LEVI S.A. INLEVISA	129736
DOURAS S.A.	129662
TENUPRA S.A.	129812
ELPLASA S.A.	129682
CENTRO EUROMEDICAL S.A.	127930
MOKOIRO S.A.	129850
ALHAURIN S.A.	127955
CONSTRUCCIONES, INGENIERIA & MAQUINARIA BRAVO S.A. CIMBRA	130057
INMOBILIARIA ANMAJO S.A.	129652
NICOTDIV S.A.	127090
NEXTELSA S.A.	127084
INMOBILIARIA NUEVO MILENIUM S.A. INMOMILENIUM	127361
BERITH CIA.LTDA.	127103
GLOBIMEX S.A.	127263
SUNPETRO S.A.	127280
CARJOSI S.A.	129704
SIXMA COMPAÑIA AGRICOLA S.A. SIXMAGRICOLA	127296
MINESCORP S.A.	129544
ASOCONSULTORES C. LTDA.	127301
FUTECON S.A.	129562
SKYDREAM S.A.	127325
ARMAGEDON S.A., ARMAGENSA	130073
POWERSERSA S.A.	127333
ERIBAG S.A.	127117
MOLDOVIA S.A.	127365
F&F FINE FRAGRANCES CIA. LTDA.	127112
CERTANDEL S.A.	126979
ESTUCOA C. LTDA.	127104
IMPORTADORA PRATT S.A. IMPORTPRATT	126994
PROMOTORA E INMOBILIARIA L.E.P.P. S.A.	126999
PENALVAR S,.A.	127000
AGRICOLA Y COMERCIAL ASOCIADA AGRICOMSO S.A.	127297
CONSTRUCCIONES TECNICAS INDUSTRIALES CETEIN S.A.	127314
GERENTOTAL S.A.	127327
UNIONBLUE S.A.	129950
VEREDA COMIDA Y BEBIDA EN MOVIMIENTO VERESA S.A.	128966
MYLGENY S.A.	128971
CORPORACION NIBOOK SOCIEDAD ANONIMA CONIBSA	128988
CHALYBER S.A.	128998
HAPPYTOUR S.A.	129014
TECNOLOGIA INFORMATICA ITPEOPLE S.A.	136528
BAKBRICH S.A.	136519
KRABELIN S.A.	136579
BAKUSA S.A.	132590
INDUSTRIA CEVALLOS, ECUA-SCARPE S.A.	137279
DOLAGUD S.A.	137250
SERVICIOS DE INGENIERIA DEUMAN LIMITADA	129528
GALAPAGOS NATURAL PARADISE GALNAPA S.A.	129509
LATIN FOOD IMPORT & EXPORT S.A.	128994
VIBASA S.A.	128801
SERRATORE S.A.	129026
DUCTAIRE S.A.	127142
QUIVEXINC S.A.	127081
ECOSTUDY S.A.	127182
MAXICLIMA S.A.	127191
GRAFFO ESTUDIO S.A.	136551
ISLANDIRISH S.A.	129044
FASTSERVI S.A.	129051
SEAGREEN S.A.	129058
ENCLUPSA S.A.	129060
SUPERMERCADOS Y TIENDAS ORGANIZADAS SUTIEND S.A.	129999
FROSIONE S.A.	129064
CONTEPONI S.A.	129072
BUENAELECTRIC S.A.	129080
SALIRED S.A.	129104
ARCONADA S.A.	129916
KIANBY S.A.	130150
ECUAFANTASTIC S.A.	129084
PIANALTO S.A.	129088
KINDECERAMICA ACABADOS Y COMPLEMENTOS S.A.	137459
PMZP HOLDING S.A.	137465
BRAINTECH S.A.	137471
NEGITRANS CIA. LTDA.	137493
INMOBILIARIA SANTA CATALINA CIA. LTDA. INMOCATALINA	137495
EXPAGRICSA S.A.	136875
CORPORACION DE SERVICIOS INTEGRALES AUTOMOTRICES S.A. CORSITRANSA	136437
REGILIDER S.A.	136642
COMPAÑIA DE TRANSPORTE PESADO 17 DE NOVIEMBRE S.A.	136637
ALCONSULTING S.A.	136634
''LINEAS TECNICAS DE CARGAMENTOS S.A.'' LITECAR S.A.	137444
MAGNOINTER S.A.	137445
CONSTRUCTORA MEDICAMAR CIA. LTDA.	137452
PORTOVICTORIA S.A.	129935
COMPAÑIA DE TRANSPORTE PESADO TRANSCECILIA CIA. LTDA.	137455
COMPAÑIA DE TRANSPORTE EN CAMIONETAS 19 DE DICIEMBRE OLMEDO S.A.	137511
EQUERSA S.A.	129920
PUNTAMARINA S.A.	137017
COMPAÑIA DE TRANSPORTE MIXTO TRANSSERMIX S. A.	137099
TIJEDMY S.A.	128969
MIEMAR CIA. LTDA.	136569
COMPAÑIA DE TRANSPORTE DE CARGA PESADA INTERNACIONAL IZA HNOS CIAIZAHNOS S.A.	137513
ORIZZONTECSA ORIZZONTE S.A.	137529
ALGRADE CIA. LTDA.	137037
MFASIS S.A.	137027
HOSPITAL CLINICO Y QUIRURGICO MANABITA S.A. MANAHOSPITAL	137018
HARPIGNE S.A.	136505
PEMAMEDICA S.A.	136628
DISCOUNT CENTER DEL ECUADOR S.A. DISCENTERSA	136619
INMOBILIARIA DANOMAR S.A.	136664
ZAMHERN S.A.	136618
TECNICHECK S.A.	127213
NEIRUNI S.A.	136544
MIRKORODIC S.A.	129272
TRANITEC S.A.	128853
ENSATEVE ENSAMBLADORA ELECTRONICA S.A.	129274
WINNERCOMPANY S.A.	129316
CBN ECUADOR S.A.	129290
SATUKIN S.A.	129315
DERTYPLUS S.A.	129949
CONSTRUSIKA S.A.	129155
COMERCIAL LOAIZA VACA ORMAZA S.A.	128961
SUMINISTROS INDUSTRIALES ROJAS S.I.R. S.A.	129219
EUROBETA S.A.	129952
BETACETY S.A.	129962
INMALESA INMOBILIARIA MALENA S.A.	129975
CONTENEDORES MUNDIALES S.A. COMUNDSA	129871
DISTRIBUIDORA DAVALFARMA S.A.	128851
DACOUR S.A.	129252
DYNAPROJECT S.A.	129273
PROGANANCIA PROMOTORA DE NEGOCIOS Y GANANCIAS S.A.	129149
LAKEFORD TRADING S.A.	129286
DAYAMAR S.A.	129179
INTERBAN INC.	129298
RINORENT S.A.	133404
ELECTRONAUTICA S.A.	129218
ECOLOGLOBAL S.A.	129938
AGROPERKINS S.A.	129223
TICKER S.A. TICKERSA	128814
TOSQUINI S.A.	129224
INDUSTRIA METALMECANICA ALMETAL S.A. ALMETALSA	129226
EDUCADORES GRAFICOS S.A., EDUGRA	129233
FADAVILL S.A.	129235
FLORCASA S.A.	129247
CIVILPLUS S.A.	128874
TECNOTIENDA ECUADOR S.A.	137481
MASTERFOOD S.A.	129329
MADEREX S.A.	129139
GRUPO-UNIVERSAL S.A.	136611
EULER S.A.	136602
TERRASERVICE S.A.	136586
SAVAL DEL ECUADOR LABSAVAL S.A.	136584
UNIONPRIMAX S.A.	129937
NAHATY S.A.	128828
AMALECITA S.A.	128831
TRANSGOLFOMAR S.A.	129069
VILLON & VILLON CIA. LTDA.	128843
CACAOCORP S.A.	129998
PROYECTOS INDUSTRIALES Y TECNOLOGICOS S.A. TECPROIN	129993
IGUANATEL S.A.	130102
BLANCOCORP S.A.	130112
PCF TRUST AUDITORES & CONSULTORES CIA.LTDA.	137281
REPSERVICIOS S.A.	130116
MARCAL S.A. ALQUILER DE VEHICULOS	130119
EXPOCAÑARTE S.A.	130137
CELTIUM S.A.	130146
FORTUNE GLOBAL INVESTMENT FORGIN S.A.	130164
HANDSTECH S.A.	130175
MITAD DEL MUNDO S.A. MIMUNSA	130178
JUNIORCETY S.A.	130185
CANCERVERIUS S.A.	130072
COMPAÑIA DE TAXIS EL TRIUNFO S.A. TAXTRIUNF	130038
PRISTPON S.A.	129868
CSGCORP S.A.	129996
NECALER S.A.	130009
FABRIKMODULOS S.A.	129890
TRACTOTRANS CIA. LTDA.	129894
PROTELCO S.A.	128963
BARRICKCORP S.A.	129096
FUNDAS FLEXIBLES FLEXIFUN S.A.	129898
COMPAÑIA DE TRANSPORTE TRANSFLORLIM S. A.	137574
CONSTRUDOMINIO S.A.	137614
REASCOS LAVERDI CONSTRUCCIONES S.A.	137193
COMPAÑIA DE TRANSPORTE EN TAXIS EJECUTIVOS CARTURITRANS EXPRESS S.A.	137368
PAMPOSH INTERNATIONAL S.A.	137381
TERRENOS VERDES CONSERVACION Y RESERVA TVR S.A.	137393
ECUADOR INFORMATION TECHNOLOGY ECUAIT CIA. LTDA.	137566
COMPAÑIA DE TAXI EJECUTIVO COMERCIAL ZAMORAMIGO S.A.	137576
SERVIFLASHTAX S. A.	137580
MUNDIAL DE IMPORTACIONES MUNDIMPORT CIA. LTDA.	137583
LIQUIDSODA S.A.	128698
KORIGRUP S.A.	128668
DAVOSI S.A.	128589
COMPAÑÍA DE TRANSPORTE PESADO CIUDAD DE MONTALVO S.A. (COTRACIMSA)	128443
CRESVISERVICIOS CIA. LTDA.	137590
EFG AEROSOLES Y SERVICIOS CIA. LTDA.	137191
VALSOLAR ECUADOR S.A.	137676
FRANCOFIL S.A.	128665
KEDIAP STUDIO CIA. LTDA.	137683
METROPRESTIGE S.A.	137692
IVANCOMPANY S.A.	137698
ANDIAMO S.A.	137700
NICBEK PROPUESTAS DE ALTO NIVEL S.A.	137706
COMPAÑÍA INMOBILIARIA NELL S.A. INMOBINELL	137707
CEREZA DEL ECUADOR S.A. CEREZASA	137708
COMERCIAL INDUSTRIAL AGRICOLA COMINAGRI S.A.	137709
CEMOMESA S.A.	137600
COMERCIALIZADORA PINTO & UBIDIA S.A.	137646
INMOBILIARIA HICOCEDO S.A.	137653
SERVICIOS LA PERLA NEGRA LPN S.A.	137656
GALAPATEL S.A.	130097
CONSTRUDARMIANI S.A.	137548
COMERCIAL IMPORTADORA SILVERTRONIC CIA. LTDA.	130101
DINVIFE S.A.	128675
SOFTMARK S.A.	129116
CENTRO DE OXIGENACION HIPERBARICA NEURO-O2 S.A.	128690
NEWLOVE S.A.	128633
ARTESANAEXPORT DEL ECUADOR S.A.	128641
ECUATRANSFER S.A.	128766
DEURUL S.A.	128048
BIENES MEGACONDOS S.A.	128058
JOCEINLE C.A.	128067
SEASONS EXPORT S.A. SEASONEXPORT	128084
SANDOVAL & ASOCIADOS ASESORIA JURIDICA - CONSULTORIA - AUDITORIA EMPRESARIAL CIA. LTDA.	128129
AYDON S.A.	128142
CRIOSANTA S.A.	128154
PORTAGEN S.A.	128179
TRANSFUTURO S.A.	128180
INGEPERFEC S.A.	128408
DESULI S.A.	128410
AGROLISSA S.A.	128663
ACTÚAECUADOR S. A.	128696
PIGTAIL S.A.	128645
NEOKEY S.A.	128646
PRIORIDADES AY S.A.	128656
ILVEXSA S.A.	128660
TERRAINMO S.A.	128744
CONTROLTELCO S.A.	128735
DIFKIM S.A.	128727
SPECTORCORP S.A.	128724
DISTINMATYCA S.A.	128710
