NOMBRE	EXPEDIENTE
EURODOMUS S.A.	128700
COASTMAN ECUADOR CONSULTORA CIA. LTDA.	130094
URGENTSERVI S.A.	128634
COMERCIAL IMPORTADORA BESTTRONIC CIA. LTDA.	130100
ARCHCORP S.A.	128676
CANAHER SECURITY CIA. LTDA.	137394
CASA DE CECILIA MINDO SERVICIOS TURISTICOS CIA. LTDA.	137535
TRANSPORTE DE CARGA PESADA GUAMANI TOAPANTA S.A.	136461
COMPUFILK S.A.	136482
PERLADELPA S.A. IMPORTADORA Y EXPORTADORA DEL PACIFICO	136333
FLEXOMAR S.A.	136341
RAYMONSA S.A.	136358
KUSTODIE S.A.	136369
CORPORACION TRIPLE G S.A. ''TRIGSA''	137158
COMERCIALIZADORA DINAMICA TACTICA DINTAFREP S.A.	137194
COMPAÑIA DE TRANSPORTE INTRACANTONAL SOL DEL NORTE TRANSOLNOR S.A.	137412
INSTITUTO DE COMPETENCIAS EMPRESARIALES ICEM S. A.	137427
MEDKAAN S.A.	137433
CAPENCONSA CIA. LTDA. CAPACITACION, ENTRENAMIENTO, CONSULTORIAS Y ASESORIAS	136648
GRAILLY S.A.	136511
PRODENZA LIFE S.A.	136498
TURISMO CONSULTORES S.A. TUCONSA	136355
INNOMINE S.A.	136662
BLUEMONT S.A.	136384
PROMOCHARTERS S.A.	136860
LUCODEN S.A.	136874
ANALEY S.A.	136656
CONSTRUCTORA COHEP S. A.	137104
MONTALVO & MONTALVOS CONSTRUCCIONES CIA. LTDA.	137398
FABRICANTE Y COMERCIANTE DE CALZADO ''ZAMCALZA'' S.A.	136395
ECUA COCOA SERVICIOS ESPECIALIZADOS S.A.	136398
ASESORIA Y REPRESENTACIONES S.A. ASEREP	136399
ASESORAMIENTO TECNICO ADUANERO ADUAMONTES S.A.	136645
HM&R HERNANDEZ MAINTENANCE AND REPAIRS CIA. LTDA.	136400
THE ENGLISH HOUSE S.A. T.E.H.	136439
SONREGA S.A.	136443
TRAMIGO ECUADOR S.A.	136449
CURRIERMAR S.A.	136477
HORMIEQUIPOS S.A.	129101
FUERBACH S.A.	136462
DISTRIBUIDORA DE ALIMENTOS LA FORTALEZA DISTRALFOR CIA. LTDA.	137127
NOVIECUA S.A.	136458
EXACOM S.A.	136557
MILGUZ S.A.	137679
BIENES Y SERVICIOS DE TRANSPORTE REINALDO MENDIETA TRANSREIME CIA. LTDA.	137403
COMCLORO S. A.	137189
MOSQUERACOMEX CIA. LTDA.	137168
SAPERDI S.A.	137282
''INMOCHAMSA'' INMOBILIARIA CHAMBA CIA. LTDA.	137297
AGRICOLA ALICOS S.A.	136319
NOVOPLANT S. A.	137299
OPERADORA TURISTICA SHINEGALAPAGOS CIA. LTDA.	137309
GRUPO AZUCARERO EQ2 S.A.	137310
BERMAINT S.A.	137316
SERPACK S.A., SERVICIOS Y EMPAQUES	136476
IDEASCONSULTING CIA. LTDA.	137114
CONSTRUCTORA ELECTRICA ROJAS PICON CIA. LTDA.	137334
TEMPLAVID S. A.	137341
COMPAÑIA DE TURISMO SALIBREEZE S.A.	137342
MAJESTICOMUNIC LOGISTICA CIA. LTDA.	137215
THINKBTL CIA. LTDA.	137204
CONSULTING & HUMAN TALENTHUNTER S.A.	137172
MARSIELEC MANTENIMIENTO - REBOBINAJES SERVICIO INGENIERIA ELECTRICA S.A.	137201
CETYUNION S.A.	137065
AREVALO & VEGA NEGOCIOS INTERNACIONALES CIA. LTDA.	137070
SOLUCIONES ASOCIADAS SOLUSOCIAS S.A.	137073
EVASOLUTIONS CIA. LTDA.	137077
TURISMO Y AVENTURAS ANDINOCONDOR S.A.	137082
LINEA NUEVA MOBILIARIO LINUMOBI CIA. LTDA	137089
CARDOMISA S.A.	137095
DISEÑOCONSTRUC CIA. LTDA.	137395
CORPOPEN S.A.	129904
KM ILUMINACION S. A. MEGASHOW	127379
ZEKYPAK S.A.	127658
''INGESTRU'' INGENIEROS ESTRUCTURALES CIA. LTDA.	138060
CONSULTORES O.Q. C. LTDA.	137842
MALBEK SOLUTIONS S.A.	137710
COCIVIELEC CIA. LTDA.	137719
MOREICAMP SERVICIOS PETROLEROS CIA. LTDA.	137720
CAMPUSTOWN S.A.	138569
SERVICIOS EDUCATIVOS EDUINTERNACIONAL CIA. LTDA.	138590
COMISION FEDERAL DE ELECTRICIDAD	138591
COMERCIAL KLEBER ACOSTA CIA. LTDA.	138596
PISA FARMACEUTICA DE ECUADOR S.A.	138597
LIMPIAFLASH S. A.	138605
SERVICENTRO ORDOÑEZ LAZO CIA. LTDA.	138608
CARGUISTICA S.A. CARGA Y LOGISTICA	138609
IMPORTADORA DITHYSOL CIA. LTDA.	138620
PROVEREY S.A.	134379
PONRIVCORP S.A.	134382
YIELDTRADE S.A.	138313
EJECUCIONES VIALES EJEVIAL S.A.	138252
COSTASHOP S.A.	138645
MATMOSA S.A.	138647
AHORA ES CUANDO S.A. TIMEISNOW	138656
HOLDING DEL PACIFICO S.A. HOLPAC	138680
COMPAÑIA INDUSTRIAL HELIXCONSULT SERVICIOS S.A.	138681
COMLOTRANS S.A. COMPAÑIA LOGISTICA DE TRANSPORTE	138705
SUMMASERVICES S.A.	138717
URBANIZACION MOCOLI GOLF CLUB S.A. MOGOLFUR	138582
GEO&GEO CIA. LTDA.	138568
KING BLOCK CONSTRUCTORA CIA. LTDA.	138732
LA RIA FILMS LARFILMS S.A.	138565
KARTEXA S.A.	138411
MULTICOSTER S.A.	134400
COMPAÑIA DE TRANSPORTE PESADO MEPACRAL CIA. LTDA.	138621
PENTÁGONO DE LA PRODUCCIÓN AGROPECUARIA E INDUSTRIAL PEPAGRI S.A.	735824
WALVIC S.A.	136308
CONSMARYJOCE S.A.	138634
SERVICIOS DE CONSULTORIA Y CONSTRUCCION AUSTRALVIAS CIA. LTDA.	138217
INTELCOMINS CIA. LTDA.	138233
POKINCI S.A.	134444
LARGAVISTART PRODUCCIONES S.A.	138242
SOCIEDAD AGRICOLA ARIAS S.A. AGRIARIAS	136309
INMOCITIES S.A.	138115
OCIVIARQ CIA. LTDA.	138120
SOCIEDAD DE FOMENTO EMPRESARIAL E INDUSTRIAL SOFEI S.A.S.	138142
ECUADOR INCOGNITO MERTOURS CIA. LTDA.	138153
AMFLEX S.A.	138161
COMPAÑIA DE TAXIS EJECUTIVOS REMISESTOACHI S.A.	138164
LATINIFS ECUADOR S.A.	138178
BOACONSTRUC S.A.	138201
LABORATORIO BIOTANICALS DEL ECUADOR S.A.	138208
EXPOTOWERS S.A.	138211
ECUAPESCA S.A.	133418
ECUAROTAX S.A.	138630
SIEMBRACORP S.A.	137908
TUBOS Y VALVULAS DEL ECUADOR S.A. TUVALVECSA	136320
VAVELFRE CIA. LTDA.	138417
JEVIELI CONSTRUCCIONES C. LTDA.	137917
LUGEDISA S.A.	134399
CORPBOOMERAN S.A.	134271
TEBIR S.A.	134296
MAXIPLUS S.A.	134299
SITECH MCS DEL ECUADOR S.A.	134350
NOVAFORUM S.A.	134359
OXIGENOS MANUFACTURADOS S.A. OXIMANEC	134366
ECUAFUENTES S.A.	134369
UNIVERCORPSA S.A.	136825
BERATER CIA. LTDA.	136832
CONSTRUCTORA CHRISTBARSA S.A	138635
COMPAÑIA DE TRANSPORTE PESADO PETRIOSTSACHILA S.A.	137729
SHIJIMA S.A.	135996
PINARGOTE YEPEZ DISTRIBUCIONES S.A.	138787
VISTAS DEL PACIFICO S.A. VISTASPAC	138800
REVOLUCLEAN S.A.	138804
SWISSBRANDS IMPORTADORA CIA. LTDA.	138807
GEWIMAR CONSTRUCCIONES & CONSULTORIAS CIA. LTDA.	138814
BABALU S.A.	138875
MORIGETO S.A.	138866
OROMINEX S. A.	138739
PROSISTEMAS S.A.	138860
MCJ SERVICIOS INTEGRADOS S.A.	138740
ESPINOSA JARRIN CONSTRUCTORA S.A.	138746
GLARSTT S.A.	138775
GAKK WIRING INSTRUMENTACION S.A.	138779
CONSTRUCTORA E INMOBILIARIA LOSPOSITOS S.A.	139005
TROMEXSA S.A.	138786
COMPAÑIA DE CONSTRUCCION, DISEÑO Y SERVICIOS ELECTRICOS ELECDISER CIA. LTDA.	138820
GRANOS FAMILIARES GRANOFA CIA. LTDA.	137886
COMPAÑIA DE TRANSPORTE PESADO PUERTESMERALDA S.A	137890
REYTOURS CIA. LTDA.	138433
RIYEPSCORP S.A.	136901
DONESGO S.A.	139009
ELPLAYONCONSTRUC S.A.	138831
RACINGTIRES COMERCIALIZADORA DE LLANTAS CIA. LTDA.	138834
JOSEDISS FAMILY TOURS CIA. LTDA.	138840
INMOBILIARIA FUTURA S.A. INMOFUTURA	138842
EQUIPOS INGENIERIA & OBRAS S.A. EQUIOBSA	138845
IRRIFARM RIEGO MAQUINARIA & TECNOLOGIA CIA. LTDA.	138848
CONSTRUCTORA MOVACK S.A.	138856
CARECA BIENES & RAICES CIA. LTDA.	138409
GASEDU S.A.	138808
TRANSPEGEVIL S. A.	137790
RDM REPRESENTACIONES Y DISTRIBUCIONES MILENIO S.A.	135644
LOGISTIC AIR & MARITIMA S.A. LOGISTAIR	138378
COMERCIO Y DISTRIBUCIONES IDROVO VASQUEZ CIA. LTDA.	136910
TECNOLOGIA DE ALIMENTOS TECLIM CIA. LTDA.	136979
LIGHTHOUSE S.A.	137004
INMORUTERCONS S.A.	136873
MAKIKUM CONSTRUCTORA INMOBILIARIA S.A.	136855
PLUSVIPSA S.A.	136854
CONSTRUCTORA VERDUGO AMOROSO CONSVERAM CIA. LTDA.	136916
TUFERCON S.A.	136918
CONSTRUCTORA GUAYMINCAY CIA. LTDA.	136933
VICSANLOGISTICS S.A.	136938
PAMAVIRO FRESH EXPORTADOR CIA. LTDA.	136939
KEOS CONSTRUCCIONES S.A. CONSTRUKEOS	136944
PAPEVAL S.A.	136960
SERVICIOS INTEGRALES DE TECNOLOGIAS SIDETECO CIA. LTDA.	136964
GOITRE S.A.	121112
MIGDALVIVIENDAS S.A.	136969
LLAUROCORP S.A.	136674
CENADMIN .S.A.	137799
BARECONS S.A.	137810
ALCONSOLUTIONS S.A.	137876
BACAMSA S. A.	138998
FEB CONSULTORES CIA. LTDA.	138432
CORPEAL S.A.	136675
ROPOLEP S.A.	136680
RITSCHEL S.A.	136684
BOMBAS, POZOS & RIEGOS S.A. BOMPORIEGO	136697
CHEROBA S.A.	136707
DISPROVETSA S.A.	136711
DISTRIBUIDORA RAGAMAR S.A.	136716
ECUADORIAN TECHNICAL SERVICES C. LTDA.	136720
RESCABLAN S.A.S.	735819
NAMIRA S.A.	134819
REGERI S.A.	136846
TRANSPORTE DE CARGA PESADA Y LOGISTICA 29 DE FEBRERO S.A.	136733
COMPLEJO TURISTICO PIPO S.A. COMTUPISA	139029
CODAR4J CIA. LTDA.	138301
SERMEDICA CIA. LTDA.	138302
DELAMUN S.A.	137826
MEGAUNICA S.A.	138316
BROIGAR S.A.	138318
M&LASOCIADOS S.A.	138040
GASAPO S.A.	138046
PROYECTMIN S.A.	138372
DLOORK S.A.	138261
MULTIMARMOL S.A.	138272
AVANCORIENT CIA. LTDA.	138279
CITOPRONTO S.A.	138288
MARKERYIELD S.A.	138295
MACHUCA-ASOCIADOS S.A.S.	735746
SKYLIMIT S.A.S.	138300
DERMIKA S.A.	138320
INMOBILIARIA FITASA S.A.	136768
SOUTH AMERICAN PIPESERVICIOS DEL ECUADOR S.A.	136779
VEGATRES CONSTRUCCIONES CIA. LTDA.	136796
SIMONESERVICES SOLUCIONES Y SERVICIOS CIA. LTDA.	138100
LANDARRIENDOS S.A.	137849
ASERTIVASERVI S.A.	138323
INMOBILIARIA FERAVISA S.A.	138326
CORPORACION NEOATLAS S.A.	138329
LANINVEST S.A.	138335
AQUARENOVABLE CIA. LTDA.	138338
MULTICODEX S.A.	138353
MARJLOGISTICS & TRUCKS S.A.	138355
EMPORIA CIA. LTDA.	138263
COMPAÑIA DE TRANSPORTES EN TAXIS ''COLINASURTRANS'' S.A.	724232
SWISS-DENTAL CENTER S.A.S.	735741
ALIMENTOS ZAMBRANO S.A. ALIZAMSA	136816
TECNOCLIMA CIA. LTDA.	138255
EXPORTADORA SUHART S.A.	137777
GRATTA-EC S.A.S.	735770
RESTOPRES S.A.	137795
OROSURDR CIA.LTDA.	724222
SERVICIOS EXEQUIALES SERVIEXE S.A.	137804
LOGISTIC - PARK LOGISPARKSA S.A.	715318
ALIMENDECSA S. A.	137813
CONSTRUCTORA TIERRA DE GUAYACANES CONTGUAYACAN CIA.LTDA.	724225
CARSHOP SOCIEDAD ANONIMA	134445
BUCEO COMERCIAL & LOGISTICA MARINA BCLM S.A.	715279
CONSTRUCTORA BRAVO - COBRAGA S.A.	735826
LACSA CORPORATION LACSACAR S.A.	715211
DISTRIBUCION URBANA DISTRIURBAN S.A.	715210
CMRT PROYECTOS S.A.	735782
BRYAMITH CIA.LTDA.	715261
SEAO SERVICIOS Y ENSAYOS AMBIENTALES ORELLANA S.A.S.	735775
SERVICIOS MÉDICOS GENERALES, QUIRÚRGICOS Y OCUPACIONAL MEDISERVIS S.A.	726375
CANNA FOREST GROWN CBDS S.A.S.	735720
CAMARONERA GRANJAS DEL MAR GRANJAMARINA S.A.	724224
PADECO-GLOBAL ECUADOR C.LTDA.	735718
VILLONACOENERGY S.A.	735717
COMPAÑIA DE MATERIAL AGRICOLA CASA RECOLECTORA DE AGRO PRODUCTOS DE LA COSTA GANADERA MACARAP S.A.	138304
HOLDING FRIEDMANN S.A.	724234
OMNIGREEN REPRESENTACIONES Y SERVICIOS S. A.	138061
INMOREINALSA S.A.S.	735756
PACIFICENTRO S.A.	132594
AGRANGELES S.A.S.	735752
NEO-EC CIA.LTDA.	735749
TRANSPORTE PESADO LOAIZA&LOAIZA ECUVIAL C.LTDA.	715291
VICEROY S.A.	735845
ARQUITECTURA Y AFINES ARQUIFIN S.A.	136671
CENTRO ORL BAQUERIZO ORLBAQUERIZO S.A.S.	735738
GOMEZ & RENDON INGENIERIA Y CONSTRUCCIONES ELECTRICAS, MECANICAS, CIVILES Y AMBIENTALES CIA. LTDA	138430
INDUSTRIAL & LOGISTIC SOLUTIONS INLOGSOL S.A.S.	735719
INMOBILIARIA SUNCITY S. A. INSUNCITY	137865
INMOFRYSA S.A.	134491
AEEQUS CORPORATION HOLDING S.A.	715293
ZONAVERDE EXPEDICIONES CIA. LTDA.	150060
BRYFARM S.A.	134266
DURITER S.A.	137820
FRASILMARG LOGISTIC CIA. LTDA.	137817
INMOBILIARIA CASTRO ALVEAR S.A. INMOCALV	134113
UNIDAD EDUCATIVA DESPERTAR UED S.A.	132586
LAZARZAMORA S.A.	134462
BENDISAC S.A.	134127
MAFLA CEVALLOS CONSTRUCTORA CIA. LTDA.	137928
CONAPERTIS S. A.	137940
PRICEBUILT S.A.	134147
CONSULTORA AGRO FORESTAL LUMILU S.A.	134468
U SQUARE S.A.	134178
DECOSIND S.A.	134270
HOLDING SAN CRISTOBAL HOLSANCRISA S.A.	134210
KICKER ROCK S.A.	134224
HOLDING PUNTA CAROLA (HOLPC) S.A.	134244
SERVICIOS INTEGRADOS CORPORATIVOS SERINGRACOR S.A.	134235
UTAH S.A. UTAHSA	134236
TRIDELTA S.A.	134121
DUPATY S.A.	134521
OFIMAXI S.A.	134531
COMPORCOMSA S.A.	134447
CONSVALTI S.A.	134456
COMEBIEN CORP S.A.	134134
FLATMERSA S.A.	134155
TRANSIMEX S.A.	137950
KAMPUHA S.A.	134162
MODUVID S.A.	134511
MULTIEMPRESA RASTROJAL S.A.	134434
DAILUSCAR S.A.	134164
INMOBILIARIA BOLICHE S.A. INMOBOLICHE	134200
COMPAÑIA DE TRANSPORTE PESADO ALCHIPICHI S.A.	137921
INDUSTRIAL CARRERA Y CRISTIANSEN S.A. INCYC	134227
SERDISMAN S.A.	136823
AGRICOLA COMERCIAL ORES S.A.	134242
VITRUVIUS CIA. LTDA.	136797
OBELCI S.A.	134135
VIRECON CIA. LTDA.	138107
ACTIVIDADES DE CONSTRUCCIONES INTEGRALES S.A. ACTIVICON	138098
COMPAÑIA ARQBOX ARQUITECTURA Y DISEÑO S.A.	138071
TRANSPORTE PESADO Y DE COMBUSTIBLES COMEVA S.A.	137960
COMERCIALIZADORA TONINO SEA FOOD S.A. COMTOSEAFOOD	137966
NEOLITH GESTION INMOBILIARIA CIA. LTDA.	137976
SUAREZ & OÑA DISTRIBUIDORA S.A.	137993
COMPAÑIA DE TRANSPORTE EN TAXI URDANETA S.A. COMTAXUSA	134263
SOTO & VEGA COMUNICACIONES CIA. LTDA.	137998
AGFORO S.A.	134115
ERGEAIMPORT S.A.	138020
CONSTRUCTORA ROMERO & ASOCIADOS S.A. CONSROMAS	134132
PRODUCCIONES Y REPRESENTACIONES ARTISTICAS S.A. ARTISPRO	138033
TRANSPORTE DE CARGA PESADA TRANSANTAROSEÑA S.A.	138088
AGROEXPORTADORA E IMPORTADORA CHOCOSPICES CIA. LTDA.	138039
FALCONSTRUCTOR CIA. LTDA.	137889
DIETRICH CIA. LTDA.	138043
DOS HERMANOS FILMS PRODUCCIONES S.A. DOSPICTURES	137869
COMPAÑIA DE TRANSPORTE DE CARGA LIVIANA PILLIGSILLÍ C.A.	137730
BANASPI S.A.	137752
CEMATOR S.A.	137753
FASHION DEALER COMERCIO Y DISEÑO S.A.	137757
CENTRO MEDICO BLUM CEMEDBLUM S.A.	137765
INMOBILIARIA HENDRES S.A.	138008
NEOARQUITECTURA S. A.	138025
AGRICOLA LA YUMBADA S.A.	138037
GESTION EFICIENTE S.A. GESFINSA	133543
FORESTAGROPEC S.A.	133579
PROAGRINASA S.A.	133587
PACIFPLUS S.A.	133596
ROCTAB S.A.	133600
USUCAPORT S.A.	134660
SOA-START S.A.	134665
ALVIMESA S.A.	134669
FENDERTECSA S.A.	134676
VALISTER S.A.	134677
IGUANA FACTORY IGUAFAC CIA. LTDA.	134678
MOACYR S.A.	134683
AMERICANJEANS S.A.	134111
TRANSACCIONES MERCANTILES COLOMA TRANSCOLOMA S.A.	134103
PUBLIMOVIL S.A.	133597
COMEXTRANS S.A.	134068
ETRIEK ECUADOR S.A.	133602
VANONI PINTURAS, MATERIALES Y SERVICIOS VAPIM S.A.	137818
CONSORCIO OREL CIA. LTDA.	137925
E.T.P. EMPRESA DE TRANSPORTE PESADO DEL PACIFICO CIA. LTDA. EMTRANSPEPA	138997
CORPYSKY S.A.	138978
SPILLINGA S.A.	134871
LETACIA S.A.	133622
AHIZATOP S.A.	133624
DAKYACORP S.A.	133643
CASETKEN S.A.	133644
RIGATONI S.A.	133648
NAZARIA S.A.	133649
EXPRESHOME S.A.	133656
MONGANT S.A.	133659
BEEPERTRUST S.A. (BEEPER & TRUST)	133705
DEFALIS S.A.	127382
LUIS CARANGUI E HIJOS S.A. CONSTRULUCAR	134781
NATURAL THERAPY CORP S.A. NTC	133663
CONSTRUCTORA DAVILA S.A. CONSTRUDAVILA	133666
INMOBILIARIA SANTA CLARA S.A. INMOCLARA	136073
URANTICORP S.A.	136075
EDUFLEX S.A.	136081
TOTALDREAMS S.A.	136102
MULTITOTAL S.A.	135136
ECUAKEY S.A.	135999
SHRIMPEXPORT S.A.	136019
HAMTONE S.A.	136021
MEGAINTEX S.A.	136023
PUSHAQ S.A.	136030
APOCALSA S.A.	136040
BAMOTAAL S.A.	136041
DIVICONSTRU S.A.	136045
CONSULIMIT S.A.	134633
INMOLOTE S.A.	136067
MONTUNO S.A.	136103
ASESTRIN S.A.	133537
FASBING S.A.	134001
BYRNE S.A.	133781
GALAPAGOS TRAVEL SERVICES GALTRASE CIA. LTDA.	133581
ESTRIBO S.A. ESTRIBOSA	136108
CERROPARK S.A.	136111
TECNOLOGIA CONTRAINCENDIOS S.A. FIRESYSTEMS	136113
ONANMULTI S.A.	136117
PACQUIAO S.A.	135591
DESARROLLOS DEL PACIFICO DELPACIFIC S.A.	135585
HOME UND DEKORATION VON ECUADOR S.A. HOMEDEKSA	134872
CASCAYAR S.A.	135055
PAEL S.A. PAELSA	135078
GERENTEAM S.A.	134911
NEGOFOOD S.A.	135083
PRODUCTORES AGROPECUARIOS VALENZUELA BURBANO VABAGRO CIA. LTDA.	138439
AMIMPEX S.A.	134866
OCEANTECH SUPPLY C. LTDA.	133852
IRMIN S.A.	134037
JUASE S.A.	133875
EVENTOS DE AMOR S.A. EVENAMOR	133925
DISTRIBUIDORA BOULEVARD S.A. DISBOULEVARD	133887
ILPONTO S.A.	133734
POLIMPORT S.A.	133710
OPTIPROCESOS S.A. OPTIPRO	133740
FULCORPSA S.A.	134653
INTERTROPICAL S.A.	133766
BERNABEUCORP S.A.	133426
EUSTAQUIA S.A.	134018
CORPORACION ALESSE S.A. ALESSESA	134024
CUSAIAS S.A.	134027
FELAINI S.A.	134028
UNIONPLUS S.A.	133849
FRAHOL S.A.	133860
INELCI S.A.	133913
CRUCEROS Y SERVICIOS TURISTICOS MAPAVEKA CIA. LTDA.	133878
MOLYEZSA S.A.	133747
LINCOVI S.A.	133895
MARKALEX S.A.	133906
HOVLAND ECUADOR S.A.	133761
GUGLIMIT S.A.	134801
VISTASOCIA S.A.	134013
TECNICAS DE CONSTRUCCIONES Y MAQUINARIAS S.A. TECONMAC	134640
SERVICIO TECNICO ESPECIALIZADO ELFU S.A.	133780
EMPAQUES AGROPECUARIOS DEL LITORAL S.A. LITOEMPAQUE	133784
DELTAPOWER S.A.	133790
MOREBAZA S.A.	133797
BOOMBANANAS S.A.	133825
ANGEL´S ANSEC CIA. LTDA.	134039
ASOPLAZA S.A.	136082
LENANCIA S.A.	133847
NASANDI S.A.	133914
AGENCIA 10V68 DISEÑO & CONSTRUCCION S.A. CORPDICO	135087
IMAN EXPRESS S.A. IMAEXPRESS	135094
CORPGRANDI S.A.	135099
ALTAIRTOP S.A.	135116
EVERPRONTO S.A.	134639
MATERVELSA S.A.	134727
PAHATMO S.A.	134729
BLUEMARINE S.A.	134734
MERDITAR S.A.	134735
COMERCIAL DISTRIBUIDORA DEL PACIFICO DISPACIFICO CIA. LTDA.	134738
COFRANKJO S.A.	134739
VANITEX S.A. VANITEXSA	134751
BLEDOR C. LTDA.	134755
ISERA S.A.	135101
SUBLIMECORP S.A.	134757
VOLCANCONSTRU S.A.	134777
MODERMAR S.A.	134778
MULTILYSET S.A.	134779
MANTEGNA S.A.	134792
PROYECTOS EMPRESARIALES WJCORP S.A.	134644
RODBRYBAR S.A.	134800
ARTCORP S. A.	134804
OCEANEGSA S.A.	134710
EMBOTELLADORA DE AGUA '' LA FRESQUITA '' S.A. DANECE	134701
AMALTHEA S.A.	134555
ARISTEC S.A.	134700
SOAGREC S.A.	134557
ECUAVENTO S.A.	134568
MASACTIVA S.A.	134593
NAYIBETOP S.A.	133616
BYSELTOP S.A.	133677
N3R ECUADOR S.A.	134603
ARGANZUELA S.A.	136288
NG&CO. NEGOCIOS GLOBALES S.A.	136187
MCLEIS S.A.	135734
FRANDIMAC CONSULTORES ESPECIALIZADOS S.A. FRANDIMACSA	135737
SENARIO S.A.	135974
DERCONCORP S.A.	135989
AMPUERO ARAY & ASOCIADOS REPRESENTACIONES S.A.	135590
BACO INTERNACIONAL S.A. BACOINTERSA	136144
INSUALBAQ S.A.	136162
ARJOWIG GRAFICAS S.A.	136166
CONSTRUCTORA MACROVIAL S.A.	138882
MAJEMEX S.A.	134706
CONSTRUCTORA INSULAR CONSTRUINS S.A.	138453
COSTABUILDING S.A.	138408
KMONPE S.A.	136186
BELBARQ S.A.	136231
CONSTRUTENAZ S.A.	136233
FESALA S.A.	134725
PLASTICEC S.A.	136238
ECUASENTIDO S.A.	136243
DROBFIX S.A.	136246
TROPICACAO S.A.	136247
OTTONGRAN S.A.	136256
GODLOVE S.A.	136257
CEPRIVAP S.A.	136260
SANDOCORP S.A.	136287
IKREAMOS S.A.	135694
RILNID S.A.	136212
BEST PRICES IN PARTS INC. S.A. BESTINPARTS	136215
ASOCIACION TECHNOPROJECT S.A. DE C.V. CONSULTORA VERA Y ASOCIADOS CIA. LTDA.	136225
J Y M CONSULTORIAS Y SERVICIOS C.A. (JYMCA)	135706
SICALIA S.A.	136205
CONSTRUCTORA MORA - LOOR S.A. MORALORSA - ING. CIVILES ASOCIADOS	135732
HERRAMIENTAS JAPON S.A. FERREJAPON	136900
CONTELINA S.A.	133565
COMPAÑIA DE EXPORTACIÒN E IMPORTACIÒN RUNA CAUSAY CIA. LTDA	138873
PETROBYC S.A.	138459
MIKROTIK SOLUTIONS .S.A.	138475
GUALE & ZAMBRANO CASA JEANS S.A. CASAJEANSGULEZA	138480
TRANSPORTE POVEDA TRANSPOVEDA S.A.	138486
MARMOLES Y GRANITOS S.A. MARGRAN	138495
CAPITAL RESOURCES AND BUSINESS & ASOCIADOS S.A. CAREBUSINESS	138500
NARWELL CIA. LTDA.	138506
COMPAÑIA DE TRANSPORTE DE CARGA PESADA APLICARGAS S.A.	138526
LOBBYSOLUCIONES ECUADOR S.A.	138536
THEOBROMA C.A.	138543
TRANSPORTE PESADO NOBOL S.A. TRANSPENOLSA	138552
RENOXCORP CIA. LTDA.	138558
BIMATED S.A.	138731
EXPORTACIONES PALACIOS ROSALES COFRUEXPAR S.A.	138737
COMPAÑIA LOOR & LOOR S.A., ASESORIA Y CONSTRUCCIONES	135698
FITOMEDIC'S S.A.	135703
GOLDENGREEN CONSTRUCCIONES CIA. LTDA.	138967
BUBAMSERVICES S.A.	138966
INMOMEX S.A.	138958
ZHELICA S.A.	138950
BELICOF S.A.	138946
SICG - CONSULTORES GERENCIALES CIA. LTDA.	134545
WAY BUILDERS CIA. LTDA. LIFLODELCONS	138943
ELECTRODOMESTICOS & MOTOS AMERICA ELECTROMERICA CIA. LTDA.	138932
EXPEDITION RENT A CAR S.A. EXRENTCARSA	138917
USYA ENERGIA CIA. LTDA.	138899
FARDY S.A.	138890
AMERICANPRODUCTS S.A.	138975
ETIGENERICOS S.A.	135719
CONSDISCONSI S.A.	138934
COMISARIATO DEL CONSTRUCTOR S.A. CONSTRUSARIATO	136146
RESTAURANTE PUERTO INCA S.A. PORTOINCA	135038
CARISJAL S.A. CONSTRUCTION & TECHNICAL SERVICES ENGINEERING	135947
REBEMAN S.A.	135820
CONFEBIENES S.A.	135805
EXPORTADORA BANANERA DEL ECUADOR EXPOBANEC S.A.	135779
FLEET CORPORATION S.A.	134893
PANTHEATOP S.A.	135143
AGNETACORP S.A.	135147
DUMBLEDORE S.A.	135153
RALMAC S.A.	135155
DIAMONDCUBE S.A. CONSTRUCCIONES Y PROYECTOS	135161
SEDICOM S.A. SEDICOMSA	135171
TALEDOR S.A.	135173
NIBASOLSA S.A.	135186
JIMMY AGUILERA ENTERPRISE, JAE C. LTDA.	135206
DISTRIBUCIONES E IMPORTACIONES MEDICAS - DIMPORMED S.A.	135743
SERVIASERTIVA S.A.	135075
TUNEGAL S.A. TUNELES Y GALERIAS	135825
SERVICLIENTES S.A.	135836
TAVDAL S.A.	134916
COMERCIAL VACA, VACOMERCIAL S.A.	134924
SENOICCA INDUSTRIAL S.A.	134931
POWERQUALITY S.A.	134940
INSTITUTO TECNICO SUPERIOR JUAN MONTALVO S.A. INTESU	134954
PELUCAS Y POSTIZOS IMPORT S.A. PELUPOSTIZOS	134967
LARONER S.A.	134976
LINTERA S.A.	134990
INGENIERIA Y TECNOLOGIA IYT S. A.	134994
AGRIMANGO CIA. LTDA.	135013
ADARATOP S.A.	135015
MIYUNG S.A.	135016
SADERSA S.A.	135040
CARRETERCOMP S.A.	133698
CAMPIELLO S.A.	135667
ECUATORIANA DE FIESTAS S.A. ECUAFIESTAS	134887
BOCCA&BOCCA CONSULTANTS S.A.	135251
ECUADOR PROPIEDADES & ASOCIADOS C.A. ''EP&A''	136121
FORZATECH S.A.	135842
FERARI S.A.	135863
